wateryear,"(48.28125, -122.46875)","(48.28125, -122.40625)","(48.28125, -122.34375)","(48.28125, -122.28125)","(48.28125, -122.21875)","(48.28125, -122.15625)","(48.28125, -122.09375)","(48.28125, -122.03125)","(48.34375, -122.46875)","(48.34375, -122.40625)","(48.34375, -122.34375)","(48.34375, -122.28125)","(48.34375, -122.21875)","(48.34375, -122.15625)","(48.34375, -122.09375)","(48.34375, -122.03125)","(48.40625, -122.46875)","(48.40625, -122.40625)","(48.40625, -122.34375)","(48.40625, -122.28125)","(48.40625, -122.21875)","(48.40625, -122.15625)","(48.40625, -122.09375)","(48.40625, -122.03125)","(48.46875, -122.46875)","(48.46875, -122.40625)","(48.46875, -122.34375)","(48.46875, -122.28125)","(48.46875, -122.21875)","(48.46875, -122.15625)","(48.46875, -122.09375)","(48.46875, -122.03125)","(48.53125, -122.46875)","(48.53125, -122.40625)","(48.53125, -122.34375)","(48.53125, -122.28125)","(48.53125, -122.21875)","(48.53125, -122.15625)","(48.53125, -122.09375)","(48.53125, -122.03125)","(48.59375, -122.46875)","(48.59375, -122.40625)","(48.59375, -122.34375)","(48.59375, -122.28125)","(48.59375, -122.21875)","(48.59375, -122.15625)","(48.59375, -122.09375)","(48.59375, -122.03125)","(48.65625, -122.46875)","(48.65625, -122.40625)","(48.65625, -122.34375)","(48.65625, -122.28125)","(48.65625, -122.21875)","(48.65625, -122.15625)","(48.65625, -122.09375)","(48.65625, -122.03125)","(48.71875, -122.46875)","(48.71875, -122.40625)","(48.71875, -122.34375)","(48.71875, -122.28125)","(48.71875, -122.21875)","(48.71875, -122.15625)","(48.71875, -122.09375)","(48.71875, -122.03125)"
1996,,,145.08787536621094,214.1922607421875,313.39764404296875,440.1194763183594,600.1925659179688,583.6801147460938,,136.91648864746094,175.05833435058594,310.552001953125,321.1252136230469,535.696044921875,759.5999755859375,916.9710083007812,152.9720916748047,206.11224365234375,201.922119140625,215.8108673095703,267.3715515136719,1186.2353515625,1720.9783935546875,1455.9173583984375,,198.37161254882812,170.00669860839844,172.512939453125,275.21661376953125,592.5433349609375,674.857666015625,741.7952270507812,89.42842864990234,104.0090103149414,130.95111083984375,173.11338806152344,261.58892822265625,484.0308837890625,570.3787231445312,367.3470764160156,,195.9567413330078,204.74163818359375,359.34539794921875,465.63873291015625,1545.815673828125,1086.1031494140625,1307.6705322265625,219.84434509277344,384.1859130859375,507.3702697753906,770.8128051757812,733.5585327148438,761.7798461914062,902.834228515625,1729.906982421875,211.6468505859375,338.9560852050781,487.5161437988281,1046.9822998046875,731.718017578125,427.601318359375,967.330810546875,2253.78955078125
1997,,,118.5373764038086,165.39886474609375,214.00950622558594,243.67974853515625,291.8335266113281,281.9521484375,,79.5992660522461,117.04930114746094,182.27684020996094,202.92721557617188,221.8545684814453,294.6661071777344,304.8607482910156,122.8319320678711,107.11570739746094,118.58959197998047,162.9056854248047,219.38748168945312,644.4825439453125,1526.483642578125,1298.58544921875,,128.7842559814453,140.92385864257812,182.39431762695312,291.1547546386719,494.7868347167969,629.6017456054688,644.861083984375,124.98573303222656,134.59298706054688,163.07537841796875,204.07591247558594,298.88232421875,531.9366455078125,627.3304443359375,346.8272399902344,,193.89431762695312,216.68544006347656,337.219970703125,561.920166015625,2121.559326171875,1077.044189453125,1025.9141845703125,259.369873046875,331.7506408691406,430.5644226074219,716.77197265625,710.4149780273438,750.3190307617188,843.7940063476562,1697.3258056640625,269.3164978027344,375.192138671875,399.43218994140625,747.9955444335938,618.2322998046875,337.3113708496094,754.0000610351562,1707.442138671875
1998,,,115.58732604980469,173.13949584960938,218.13436889648438,251.2898406982422,303.8164978027344,273.1411437988281,,93.16168975830078,124.76382446289062,174.09239196777344,181.9766082763672,266.1575927734375,350.4952392578125,386.1830749511719,98.74851989746094,131.40797424316406,133.4573516845703,139.3313446044922,191.37501525878906,689.7254028320312,1776.533447265625,1534.28955078125,,126.30411529541016,120.69117736816406,161.32623291015625,276.078125,480.5065002441406,697.8707275390625,827.0987548828125,103.90458679199219,112.51979064941406,133.94032287597656,187.7853546142578,290.9197998046875,525.0966796875,642.367919921875,400.01959228515625,,197.00100708007812,226.00552368164062,382.2801208496094,546.6738891601562,1954.750732421875,1359.923095703125,996.739990234375,256.7853088378906,346.09625244140625,520.2930908203125,723.57275390625,629.3798217773438,805.7174072265625,1151.709228515625,2193.130859375,210.73312377929688,352.831787109375,375.7534484863281,694.3201904296875,520.3713989257812,457.84588623046875,976.9249877929688,1777.8387451171875
1999,,,173.6094207763672,260.3619079589844,295.46234130859375,313.37152099609375,412.8118896484375,368.9265441894531,,121.57881164550781,181.63722229003906,335.1445007324219,355.9384765625,470.71649169921875,586.042724609375,638.5171508789062,102.74283599853516,134.78878784179688,151.58843994140625,241.80006408691406,326.4640197753906,1179.8131103515625,1919.415283203125,1487.1278076171875,,121.35690307617188,118.90287017822266,234.45103454589844,362.8697814941406,699.1238403320312,742.0953979492188,771.5698852539062,109.83080291748047,117.89776611328125,154.3948974609375,208.0832977294922,348.3544921875,700.376953125,788.9177856445312,431.1518249511719,,228.62924194335938,238.15818786621094,390.58203125,699.9722900390625,1729.33251953125,1073.4805908203125,928.0924682617188,307.2103576660156,540.2255249023438,735.2685546875,900.2496948242188,944.3177490234375,910.3268432617188,794.6090087890625,1530.6868896484375,220.05320739746094,446.75054931640625,624.2890625,1113.0452880859375,1004.7547607421875,601.2107543945312,734.4722900390625,1535.0205078125
2000,,,107.2462387084961,151.7972869873047,171.0248565673828,176.65084838867188,219.72686767578125,222.32447814941406,,79.74285125732422,108.60379028320312,181.02371215820312,192.0537872314453,291.5071716308594,405.30621337890625,539.7164306640625,85.17304229736328,85.91708374023438,96.50334167480469,134.51466369628906,193.25469970703125,670.77197265625,1855.2320556640625,2010.7103271484375,,89.93751525878906,100.5107192993164,130.3376007080078,202.3006591796875,372.94696044921875,593.6920166015625,986.2581787109375,105.45793151855469,109.4653091430664,123.0929946899414,146.27572631835938,209.7149658203125,429.7550964355469,717.0330200195312,539.2595825195312,,200.25128173828125,199.33755493164062,280.555419921875,406.24603271484375,2100.713134765625,1294.4736328125,1699.8450927734375,354.85504150390625,512.9962768554688,680.4314575195312,909.71337890625,840.2434692382812,681.514892578125,1454.455322265625,3075.888916015625,325.4850158691406,513.5444946289062,586.904296875,1217.9549560546875,549.32373046875,419.5343322753906,1467.49560546875,3139.354248046875
2001,,,152.81544494628906,325.0151062011719,399.9673767089844,405.9588623046875,365.0366516113281,329.4140930175781,,99.94942474365234,145.66221618652344,353.70635986328125,390.6211853027344,563.5910034179688,558.983154296875,415.22674560546875,114.59526824951172,112.36315155029297,122.51864624023438,195.91757202148438,265.5310363769531,1016.4896850585938,1343.723876953125,948.051025390625,,123.41932678222656,124.95962524414062,149.76097106933594,261.5106201171875,554.2317504882812,528.1903686523438,433.3578186035156,100.22354125976562,102.75588989257812,129.3585968017578,169.04075622558594,267.43682861328125,502.3969421386719,574.0858764648438,351.16094970703125,,157.7235107421875,151.10546875,256.94195556640625,373.6257629394531,1242.89990234375,803.2242431640625,893.2661743164062,191.9232635498047,279.91583251953125,326.2812805175781,501.28741455078125,566.6324462890625,587.8179931640625,740.724853515625,1506.472900390625,201.1258544921875,335.6274719238281,337.72906494140625,628.1005859375,525.0053100585938,435.1330871582031,834.0562133789062,1625.9500732421875
2002,,,145.41419982910156,197.7450408935547,227.9243621826172,245.03729248046875,302.7069396972656,263.9907531738281,,86.89608001708984,114.94770812988281,183.59523010253906,197.44482421875,251.35511779785156,288.06109619140625,324.08831787109375,85.15998840332031,77.39324951171875,90.02888488769531,123.07994079589844,161.4176025390625,392.9707946777344,1070.3739013671875,863.4262084960938,,104.7922134399414,118.23715209960938,154.46017456054688,242.75296020507812,318.4101257324219,290.8283996582031,365.2324523925781,81.47895050048828,100.41934204101562,129.1627960205078,170.97264099121094,246.0424041748047,341.50146484375,338.0423583984375,227.91131591796875,,146.91534423828125,147.68548583984375,248.87498474121094,408.713134765625,1123.3182373046875,798.9949340820312,835.47900390625,205.70758056640625,288.55712890625,382.1887512207031,565.8623046875,540.878173828125,578.654541015625,705.859375,1512.242431640625,191.38807678222656,277.2921142578125,330.4714050292969,791.2020874023438,515.1761474609375,354.07183837890625,690.469482421875,1558.7515869140625
2003,,,68.63446044921875,98.22637939453125,129.04531860351562,147.8682403564453,203.89317321777344,177.98228454589844,,43.2065544128418,54.23662567138672,105.26213073730469,115.05213928222656,148.39036560058594,161.83531188964844,184.10430908203125,55.99882888793945,61.99031066894531,61.076576232910156,70.72299194335938,96.16395568847656,223.42095947265625,400.2545471191406,591.133544921875,,58.113468170166016,65.43639373779297,76.61005401611328,117.42784881591797,177.43405151367188,164.10658264160156,191.96241760253906,63.46533966064453,67.1724853515625,76.54478454589844,90.59017944335938,122.7013931274414,174.69284057617188,191.24447631835938,149.55210876464844,,133.07879638671875,134.68435668945312,183.5299530029297,225.65309143066406,801.9710693359375,444.2704162597656,423.5025634765625,222.79440307617188,304.6518859863281,368.86126708984375,552.2737426757812,485.9366760253906,372.0462951660156,396.50823974609375,967.474365234375,215.91529846191406,324.205810546875,389.5638732910156,796.0317993164062,636.2197875976562,355.23358154296875,413.45147705078125,1053.4176025390625
2004,,,142.68606567382812,197.28817749023438,222.6247100830078,231.09632873535156,289.927734375,279.1848449707031,,105.78426361083984,146.26268005371094,240.2075653076172,250.31085205078125,300.05712890625,397.0434265136719,433.2795104980469,105.44487762451172,114.54306030273438,123.91535949707031,162.6576690673828,215.6672821044922,693.6283569335938,1825.7967529296875,1636.7974853515625,,118.17188262939453,131.57766723632812,159.83815002441406,246.94308471679688,399.47137451171875,610.4002685546875,654.259521484375,115.20877838134766,128.41876220703125,150.10035705566406,180.9584503173828,253.07815551757812,444.8839416503906,551.3208618164062,272.5406799316406,,205.77285766601562,218.9697723388672,326.1246337890625,486.0411071777344,1992.7880859375,990.6179809570312,956.1179809570312,242.43968200683594,380.15240478515625,626.6256103515625,912.3240356445312,858.452880859375,1052.2166748046875,858.4659423828125,1628.9132080078125,220.06625366210938,347.04913330078125,521.5853271484375,1244.0224609375,952.8546752929688,625.2158203125,813.092529296875,1606.31787109375
2005,,,121.74850463867188,168.33587646484375,194.56002807617188,207.8352813720703,244.2932586669922,237.10086059570312,,108.44715118408203,141.06744384765625,205.65536499023438,195.90452575683594,211.5685272216797,263.9776916503906,331.90728759765625,122.72750091552734,140.7802734375,141.83758544921875,141.53736877441406,159.62928771972656,517.147216796875,1317.3299560546875,1272.2698974609375,,138.92669677734375,135.80694580078125,153.1548309326172,294.91412353515625,472.84417724609375,589.6846313476562,627.147705078125,98.135009765625,104.54419708251953,108.13386535644531,179.14404296875,311.8573303222656,534.1165771484375,612.3060913085938,339.30853271484375,,175.95901489257812,168.98854064941406,250.53274536132812,433.6580505371094,1841.4346923828125,1036.1219482421875,1034.73828125,270.9873352050781,353.2756042480469,405.85443115234375,627.7220458984375,552.234619140625,680.9796752929688,1004.2064819335938,2159.975341796875,236.4481964111328,328.39593505859375,331.88116455078125,792.5988159179688,611.0790405273438,386.6660461425781,808.9546508789062,1727.6878662109375
2006,,,110.32682800292969,159.81204223632812,208.2660369873047,241.1735076904297,287.51287841796875,253.35227966308594,,66.71562194824219,94.25817108154297,153.02430725097656,161.96583557128906,216.93345642089844,281.9652099609375,321.55596923828125,63.11289978027344,82.65374755859375,82.35352325439453,99.12705993652344,137.83021545410156,388.55877685546875,1128.121826171875,1044.110595703125,,74.24739837646484,72.56351470947266,115.99198150634766,211.12472534179688,318.4231872558594,410.6319580078125,457.5978698730469,57.98293685913086,62.77350997924805,73.4119873046875,128.81036376953125,220.31427001953125,351.1348571777344,309.11614990234375,229.3602294921875,,123.70650482177734,133.3790283203125,229.20359802246094,331.3851318359375,1080.490234375,647.6806030273438,964.6679077148438,158.5589141845703,222.37669372558594,266.84942626953125,412.9554748535156,360.1546936035156,411.6501159667969,1013.10888671875,1731.8519287109375,142.69911193847656,226.60598754882812,269.7342224121094,611.6403198242188,439.244873046875,415.8402404785156,866.284912109375,1827.689453125
2007,,,66.07600402832031,106.8546371459961,140.74110412597656,161.63951110839844,199.79441833496094,190.86593627929688,,52.800758361816406,66.41539001464844,96.46417999267578,102.29902648925781,133.40513610839844,209.1275634765625,182.48568725585938,52.26557159423828,70.27918243408203,69.58735656738281,68.17759704589844,79.29904174804688,206.13833618164062,633.9615478515625,562.5467529296875,,64.27464294433594,63.387020111083984,61.25932312011719,101.34613037109375,141.22409057617188,197.30123901367188,252.75181579589844,39.29055404663086,48.66284942626953,55.37226867675781,66.91142272949219,104.62252044677734,162.72293090820312,168.3097686767578,114.0600814819336,,66.80699157714844,72.31550598144531,142.56857299804688,183.43858337402344,627.6176147460938,333.26483154296875,323.5531311035156,103.52603912353516,113.3160400390625,172.3824005126953,250.37611389160156,218.64344787597656,260.91015625,364.475341796875,749.5227661132812,115.53511047363281,121.56575775146484,154.02940368652344,303.5162658691406,253.0520477294922,232.89768981933594,303.85565185546875,743.6488037109375
2008,,,79.45568084716797,116.61853790283203,165.85574340820312,212.7563934326172,298.0730285644531,245.29837036132812,,72.51130676269531,97.20822143554688,147.6724395751953,145.00955200195312,195.4215545654297,271.0134582519531,290.2540588378906,79.0901870727539,117.27120208740234,112.5850601196289,115.57427215576172,147.34609985351562,354.6200866699219,797.4154663085938,880.134521484375,,101.93353271484375,99.79278564453125,115.67869567871094,199.5855712890625,279.6156005859375,270.8698425292969,273.68939208984375,71.8847427368164,89.3370590209961,106.94601440429688,130.89889526367188,206.36024475097656,304.5866394042969,325.4067077636719,196.68772888183594,,156.3529052734375,163.58445739746094,243.2620391845703,340.3658447265625,1134.583251953125,507.9446105957031,540.930419921875,271.0787048339844,364.10986328125,438.48779296875,601.7197875976562,523.5042114257812,513.8055419921875,413.85614013671875,1098.268798828125,273.85906982421875,404.0530700683594,495.909423828125,1072.2666015625,895.8245849609375,376.68023681640625,406.24603271484375,1394.43603515625
2009,,,184.7178192138672,255.9759979248047,402.38226318359375,559.374755859375,702.6482543945312,522.5904541015625,,138.58731079101562,197.98001098632812,324.85845947265625,333.943603515625,466.3175048828125,765.7872314453125,735.7515258789062,130.99026489257812,166.82168579101562,175.47604370117188,224.7654571533203,286.71661376953125,882.4840698242188,1512.2293701171875,1327.0025634765625,,167.5265655517578,174.05323791503906,206.93460083007812,340.6791076660156,604.6829223632812,724.3428955078125,722.959228515625,148.39036560058594,143.79559326171875,169.26266479492188,220.00099182128906,330.9413146972656,526.4020385742188,496.9406433105469,445.99346923828125,,256.7853088378906,230.0781707763672,366.53778076171875,482.7516784667969,1054.383544921875,851.0908203125,652.5756225585938,442.1557922363281,558.6307373046875,609.3560180664062,734.5767211914062,632.042724609375,449.5309143066406,542.1965942382812,805.3388671875,345.88739013671875,546.7130126953125,624.7197875976562,1081.9129638671875,519.4837646484375,341.9714050292969,448.2908630371094,610.24365234375
2010,,,119.63385772705078,168.98854064941406,201.81768798828125,212.22120666503906,208.8142852783203,204.9504852294922,,81.1917724609375,113.1594009399414,185.90567016601562,202.66615295410156,273.8068542480469,251.42037963867188,403.8964538574219,81.66169738769531,82.54932403564453,90.31605529785156,127.25701141357422,177.81259155273438,294.8096923828125,622.4354858398438,613.7941284179688,,85.65601348876953,95.69403839111328,125.71671295166016,199.6899871826172,365.0235900878906,220.1054229736328,257.32049560546875,94.4017562866211,98.50050354003906,114.43862915039062,140.08843994140625,201.8307342529297,331.1893310546875,480.3237609863281,341.03155517578125,,167.1741180419922,167.4613037109375,183.37332153320312,274.23760986328125,1101.597412109375,582.7141723632812,246.56454467773438,196.1916961669922,270.36077880859375,366.4725036621094,441.8555603027344,412.87713623046875,506.6001281738281,353.70635986328125,646.5449829101562,164.87673950195312,261.4714660644531,276.0911865234375,471.1472473144531,425.6694030761719,305.98333740234375,330.5758361816406,457.4412536621094
2011,,,124.15031433105469,180.2274627685547,210.25015258789062,222.46807861328125,263.5991516113281,272.188232421875,,80.8393325805664,120.06462097167969,214.33584594726562,235.95217895507812,306.8187561035156,350.6649169921875,379.6433410644531,74.48236083984375,77.17134857177734,89.35011291503906,141.6287384033203,213.10882568359375,649.1295166015625,1128.422119140625,1253.146728515625,,82.14466857910156,100.73262786865234,159.44654846191406,275.5821228027344,478.71820068359375,469.0326232910156,483.6131896972656,87.7837142944336,98.61798095703125,129.08447265625,179.43121337890625,281.4169616699219,509.8112487792969,586.5779418945312,302.1195373535156,,157.5146484375,179.4573211669922,290.0843811035156,494.29083251953125,1612.270263671875,1009.6627807617188,742.7219848632812,218.9306182861328,312.23590087890625,344.4776306152344,433.44921875,477.1126403808594,562.4814453125,605.40087890625,1366.280029296875,198.18885803222656,293.32159423828125,357.0610656738281,761.49267578125,382.7630920410156,258.1689453125,453.094482421875,1129.688232421875
2012,,,97.63898468017578,174.0010223388672,212.3517303466797,234.3596649169922,272.0707702636719,252.86929321289062,,69.33934020996094,98.330810546875,195.48681640625,222.2983856201172,289.2750549316406,336.4889831542969,363.3658142089844,72.83763885498047,85.01640319824219,98.63103485107422,129.6066131591797,199.36366271972656,678.99560546875,1151.1087646484375,975.306396484375,,86.4914321899414,93.31832885742188,153.08956909179688,266.9016418457031,433.54058837890625,431.4259338378906,433.9844055175781,80.12139892578125,88.51469421386719,120.15599060058594,174.62757873535156,271.9532775878906,491.56268310546875,493.4031982421875,273.84600830078125,,162.8926239013672,173.6746826171875,291.7160339355469,501.169921875,1459.794189453125,754.0131225585938,610.857177734375,276.078125,354.9072570800781,431.37371826171875,630.8287353515625,615.7260131835938,537.5626220703125,439.4798583984375,970.2939453125,269.8255920410156,377.9072570800781,446.07177734375,913.942626953125,737.1221313476562,477.1778869628906,376.9934997558594,1017.0379028320312
2013,,,102.89947509765625,156.11795043945312,200.64288330078125,224.2302703857422,304.534423828125,262.1241149902344,,60.450016021728516,85.65601348876953,144.2916259765625,160.49081420898438,249.3057403564453,313.3454284667969,291.0372619628906,77.54988861083984,68.02095794677734,75.2002944946289,101.16338348388672,135.8330535888672,402.6563720703125,963.8977661132812,866.6373291015625,,80.72185516357422,88.30584716796875,113.10719299316406,175.85459899902344,273.9895935058594,266.8233337402344,293.8698425292969,78.55500030517578,84.20709228515625,100.39323425292969,124.82908630371094,179.86196899414062,304.50830078125,344.55596923828125,209.79327392578125,,118.09356689453125,131.05552673339844,201.17807006835938,297.9033203125,1244.1529541015625,705.2850341796875,716.6283569335938,177.22518920898438,219.47885131835938,306.6098937988281,464.0201416015625,415.78802490234375,510.4769592285156,626.8344116210938,1241.1898193359375,186.4539031982422,247.7915496826172,267.932861328125,512.9309692382812,415.63140869140625,317.6138610839844,588.3532104492188,1178.5338134765625
2014,,,88.71049499511719,125.24679565429688,152.17584228515625,169.38014221191406,230.52198791503906,214.87103271484375,,69.07827758789062,89.58507537841797,140.08843994140625,139.5402069091797,201.67410278320312,260.23138427734375,288.0088806152344,69.23491668701172,92.07826232910156,94.63671112060547,99.36202239990234,126.04305267333984,342.6371154785156,849.8638305664062,875.3439331054688,,85.4732666015625,85.93013763427734,96.42501831054688,168.91021728515625,252.98678588867188,319.21942138671875,338.198974609375,66.11516571044922,74.15602111816406,86.24341583251953,110.58789825439453,177.9561767578125,275.4776916503906,303.28131103515625,182.66844177246094,,108.40798950195312,115.22183227539062,173.25697326660156,252.4777069091797,910.4835205078125,455.53546142578125,627.3173828125,154.00331115722656,237.24444580078125,292.7080993652344,375.0093994140625,360.1546936035156,441.6336364746094,458.5377197265625,1227.1705322265625,163.72804260253906,222.07647705078125,242.7268524169922,460.6262512207031,380.34820556640625,282.9572448730469,494.7998962402344,1318.7266845703125
2015,,,77.79790496826172,108.47325134277344,123.18437194824219,128.52317810058594,209.20587158203125,197.52313232421875,,58.47896194458008,78.68553161621094,129.1627960205078,137.3863983154297,176.40283203125,255.6627197265625,269.7472839355469,59.05331039428711,60.97214889526367,67.02890014648438,90.31605529785156,121.78765869140625,413.85614013671875,999.9772338867188,820.55908203125,,62.08168411254883,72.28939819335938,96.42501831054688,148.45562744140625,240.87327575683594,318.7103576660156,322.2217102050781,62.355804443359375,69.509033203125,83.73717498779297,107.55952453613281,151.83645629882812,248.43116760253906,275.2818908691406,145.7535858154297,,109.0345458984375,118.0282974243164,199.28533935546875,279.30230712890625,1051.42041015625,420.97021484375,324.9237365722656,131.05552673339844,189.4561767578125,282.4742736816406,377.9072570800781,376.2102966308594,393.2579650878906,373.95208740234375,810.9256591796875,117.91082000732422,164.82452392578125,211.89486694335938,444.531494140625,385.9611511230469,237.544677734375,317.7835693359375,597.3861083984375
2016,,,162.3182830810547,234.17691040039062,272.6190185546875,290.7762145996094,311.9356689453125,250.16726684570312,,114.30809783935547,159.72067260742188,274.81195068359375,290.7239990234375,297.4856262207031,347.545166015625,383.6376647949219,109.60889434814453,119.56859588623047,130.62477111816406,182.1854705810547,249.2926788330078,471.1864013671875,1089.5361328125,1275.2720947265625,,123.04077911376953,136.3682403564453,175.05833435058594,261.1190185546875,374.3567199707031,358.57525634765625,388.1018981933594,107.677001953125,124.01978302001953,152.0061492919922,188.63381958007812,207.45672607421875,381.7971496582031,483.3129577636719,198.55435180664062,,159.91647338867188,200.159912109375,263.06396484375,395.5031433105469,1424.6024169921875,877.8632202148438,527.9553833007812,194.8210906982422,280.11163330078125,401.22052001953125,686.4882202148438,633.0478515625,619.5506591796875,579.7902221679688,1122.691650390625,220.7319793701172,307.0014953613281,390.0076904296875,765.99609375,625.7118530273438,429.7942810058594,543.2669677734375,663.8536987304688
2017,,,92.287109375,130.1809539794922,148.19456481933594,173.51805114746094,246.25125122070312,214.62301635742188,,61.911991119384766,83.5674819946289,136.0941162109375,140.54530334472656,181.42837524414062,267.63262939453125,325.1325988769531,62.4863395690918,73.39893341064453,76.77974700927734,85.6690673828125,110.7967529296875,301.88458251953125,742.5000610351562,752.9949951171875,,69.60041046142578,73.30755615234375,90.01583099365234,167.0697021484375,239.05886840820312,276.99188232421875,327.8607482910156,86.93524169921875,76.93638610839844,76.06181335449219,105.75816345214844,176.4158935546875,260.4924621582031,291.8335266113281,198.7240447998047,,159.72067260742188,140.4669952392578,190.86593627929688,253.1173095703125,925.6123046875,552.3129272460938,460.5479431152344,292.447021484375,393.9497985839844,488.05133056640625,580.6908569335938,499.90374755859375,545.8384399414062,392.2920227050781,922.309814453125,250.06283569335938,368.11724853515625,457.6239929199219,800.1174926757812,664.55859375,387.0184631347656,494.7476806640625,824.5011596679688
2018,,,139.2921905517578,222.66387939453125,270.8959655761719,321.294921875,402.18646240234375,338.9299621582031,,108.96928405761719,140.8585968017578,254.4095916748047,279.0934753417969,359.12347412109375,398.7273254394531,479.27947998046875,117.75418090820312,149.9176025390625,153.12872314453125,165.1116943359375,233.79837036132812,530.2658081054688,1033.5634765625,1305.3992919921875,,138.9136505126953,140.2581329345703,172.35629272460938,286.59912109375,443.7352294921875,404.6665954589844,436.0859680175781,105.98006439208984,112.49368286132812,140.3103485107422,190.85289001464844,293.25634765625,512.5654907226562,522.5121459960938,323.72283935546875,,192.98057556152344,215.0798797607422,329.8970642089844,491.14495849609375,1620.0108642578125,655.0035400390625,643.294677734375,234.76431274414062,324.6104431152344,422.14501953125,708.744140625,678.0166015625,540.5257568359375,630.867919921875,1555.8536376953125,191.9232635498047,294.50946044921875,350.4169006347656,814.5023193359375,475.9247741699219,350.9259948730469,738.0880737304688,1527.34521484375
2019,,,118.19799041748047,165.08558654785156,211.3727264404297,234.43798828125,334.2568664550781,333.7608337402344,,80.21277618408203,116.89266204833984,178.49136352539062,193.6724090576172,319.03668212890625,417.8765563964844,500.9480285644531,80.47383880615234,93.31832885742188,97.9783706665039,117.28425598144531,141.53736877441406,539.6250610351562,758.9603271484375,1192.814208984375,,88.29279327392578,104.7530517578125,128.95394897460938,209.72801208496094,353.614990234375,328.78753662109375,395.5814514160156,88.34500122070312,105.77120971679688,95.92899322509766,131.91705322265625,205.77285766601562,302.5894775390625,468.6932373046875,323.10931396484375,,180.47547912597656,160.98684692382812,258.8999328613281,416.492919921875,1184.08154296875,861.4551391601562,814.0845947265625,274.6031188964844,402.7216491699219,590.3112182617188,810.8212890625,703.1312255859375,689.1380004882812,555.510986328125,1181.3272705078125,303.82952880859375,374.0826110839844,613.689697265625,1073.0628662109375,702.2305297851562,494.6302185058594,545.6165771484375,1244.139892578125
2020,,,183.83018493652344,300.52703857421875,384.85162353515625,423.0718078613281,535.1477661132812,427.88848876953125,,109.02149200439453,150.84439086914062,305.0826721191406,350.2733154296875,596.9422607421875,741.3644409179688,628.1397705078125,110.39209747314453,119.69912719726562,131.32965087890625,182.3682098388672,274.1070861816406,1125.3284912109375,1582.2083740234375,1476.815673828125,,128.3143310546875,137.9738006591797,194.95162963867188,342.8198547363281,642.2765502929688,666.66015625,635.6193237304688,122.5055923461914,135.53282165527344,164.62872314453125,219.77908325195312,334.3743591308594,582.9229736328125,675.7844848632812,377.3590087890625,,251.4464874267578,264.90447998046875,436.7255859375,674.1658325195312,1923.357421875,1116.7655029296875,1025.026611328125,308.1632385253906,511.82147216796875,786.0198974609375,1007.260986328125,969.5107421875,1146.892578125,923.3018798828125,1723.2366943359375,249.05772399902344,440.0933532714844,723.0375366210938,1345.8907470703125,1201.2205810546875,960.673583984375,894.858642578125,1829.7650146484375
2021,,,189.7825164794922,294.1831359863281,380.2176818847656,499.92987060546875,627.004150390625,698.784423828125,,133.66619873046875,178.90907287597656,326.1507568359375,353.027587890625,533.3724975585938,731.718017578125,911.0709228515625,135.3892364501953,206.04696655273438,199.964111328125,205.06796264648438,283.5707702636719,901.1373291015625,2083.66552734375,2191.6689453125,,174.64064025878906,166.84779357910156,198.22802734375,317.7705078125,601.7328491210938,804.7645263671875,1033.5504150390625,174.43177795410156,171.29898071289062,193.9334716796875,232.1014404296875,330.3017272949219,623.1664428710938,760.0437622070312,567.3373413085938,,319.8851623535156,308.89422607421875,511.59954833984375,801.3314819335938,2266.294677734375,1577.49609375,1455.7476806640625,304.2994689941406,514.6801147460938,658.1754760742188,874.4954833984375,918.6287841796875,1030.652587890625,1320.919677734375,2741.67138671875,325.55029296875,452.78118896484375,724.0426635742188,1325.0184326171875,885.6299438476562,601.9286499023438,1279.279541015625,2379.297607421875
2022,,,198.8806915283203,381.13140869140625,610.1653442382812,715.7015991210938,899.2315063476562,678.3168334960938,,165.47718811035156,223.6559295654297,518.6744384765625,592.504150390625,845.9347534179688,996.5050048828125,1075.8953857421875,191.68829345703125,240.5469512939453,258.0253601074219,308.4765319824219,324.49298095703125,1514.644287109375,2313.665283203125,1955.4947509765625,,242.16555786132812,245.05035400390625,204.87217712402344,329.4271240234375,699.8547973632812,815.7815551757812,936.8643188476562,142.2161407470703,173.32225036621094,197.83642578125,228.28985595703125,348.5894470214844,719.5523071289062,781.2554321289062,446.0195617675781,,313.4237365722656,298.321044921875,580.19482421875,1050.2325439453125,2354.091552734375,1296.431640625,1404.33056640625,436.2165222167969,799.5823364257812,1395.71533203125,1759.23779296875,1696.69921875,1781.8984375,1378.563232421875,2199.474609375,300.91864013671875,811.721923828125,1090.789306640625,2229.993408203125,1581.190185546875,1130.275634765625,1429.157958984375,2427.5166015625
