2018,1.0
2019,0.8949136626640067
2020,0.9104794886404576
2021,0.904568412610432
2022,0.9158767357361334
2023,0.9246577469485079
2024,0.9284814642169107
2025,0.9318820639641411
2026,0.9258727753543997
2027,0.9313300437002655
2028,0.9241708171553569
2029,0.933976448581665
2030,0.9406389059360111
2031,0.9426749564248597
2032,0.9465451770057999
2033,0.9555723451558794
2034,0.9522632828874
2035,0.9467471169119438
2036,0.9236973837051924
2037,0.9416783719382935
2038,0.9425500256009759
2039,0.9472167914442245
2040,0.9478034402933496
2041,0.9252243244335424
2042,0.9300411621713258
2043,0.9353706897668955
2044,0.9289214340144656
2045,0.9447968091635349
2046,0.946357452372434
2047,0.9421353657867289
2048,0.9426024794634459
2049,0.9574323789062137
2050,0.9626131408049364
2051,0.9541280815556706
2052,0.9631682389921793
2053,0.9585694212470265
2054,0.9560612128869831
2055,0.9517270145229743
2056,0.9537699133336502
2057,0.9545275706039024
2058,0.9473089298429862
2059,0.9484525843105226
2060,0.9348554052853503
2061,0.9359477557103882
2062,0.9265785453926255
2063,0.9203216305473251
2064,0.9196315360447866
2065,0.9355702182612701
2066,0.9435028398107161
2067,0.9489720322083465
2068,0.9525758291533638
2069,0.9456312609434229
2070,0.9421024624394946
2071,0.9639179935751451
2072,0.9593550083612872
2073,0.9725867345275826
2074,0.9406931187334565
2075,0.9344003430154993
2076,0.9288369498229527
2077,0.9198264032488151
2078,0.9154205522096887
2079,0.8993597103725866
2080,0.9007358239577085
2081,0.8990711901337338
2082,0.8975767493674286
2083,0.902664660230851
2084,0.911008483919095
2085,0.9221861989165746
2086,0.922361428026523
2087,0.9226560187379672
2088,0.936015761193174
2089,0.9260073969120263
2090,0.9350001491034016
2091,0.9313702746241747
2092,0.9428191366090256
2093,0.9672718960695468
2094,0.9658030176931325
2095,0.9616266396245168
2096,0.984402744659695
2097,0.9664968085319288
2098,0.959629089634972
2099,0.9443540043039843
