2018,1.0
2019,0.8987309800932722
2020,0.9051080058287772
2021,0.9010573924393982
2022,0.9077546326000823
2023,0.9200925272008394
2024,0.9254790117618711
2025,0.9319226820642711
2026,0.9282302161718273
2027,0.9380916372653757
2028,0.9381751434540994
2029,0.9458679931360678
2030,0.9489469116210435
2031,0.9455690980566991
2032,0.9477231316296622
2033,0.9630238591490964
2034,0.9662492011100797
2035,0.9577161380138289
2036,0.9370937343774175
2037,0.9450084701116931
2038,0.9547643768971742
2039,0.9572591557395427
2040,0.95553302533885
2041,0.9368475503820793
2042,0.9431545500156712
2043,0.9471957046228857
2044,0.9393439760277253
2045,0.9634036467325786
2046,0.9604340148753355
2047,0.9616811007661634
2048,0.9619689126504626
2049,0.9679483398604778
2050,0.9775362336761639
2051,0.9573002952757875
2052,0.9619181823732487
2053,0.9500175318995495
2054,0.9516761232156922
2055,0.9568316628565058
2056,0.954003424045236
2057,0.9491329003360426
2058,0.9385582015250081
2059,0.9450179472301982
2060,0.9299750083923474
2061,0.9256409076777613
2062,0.909719979550851
2063,0.9030186034142922
2064,0.9030771993345995
2065,0.922325791258018
2066,0.9227263228576915
2067,0.9286407170860683
2068,0.9328055854110738
2069,0.9246868599822985
2070,0.9210485187087541
2071,0.9338451191792664
2072,0.9394328594753488
2073,0.9459595890855342
2074,0.9264807495279875
2075,0.9138066236166238
2076,0.9062112516791353
2077,0.9035293166031977
2078,0.9003379916406401
2079,0.8834903318628409
2080,0.8825561306334242
2081,0.8852746571608159
2082,0.8853885078042151
2083,0.8931147981963067
2084,0.897943715417747
2085,0.9055472942636021
2086,0.9066017298312378
2087,0.9081962544508969
2088,0.9196712058333846
2089,0.9115739838821968
2090,0.9207814614277959
2091,0.9158457606366127
2092,0.9304721950682565
2093,0.9506862701866114
2094,0.9510599844515676
2095,0.9399372466635008
2096,0.9716779363973161
2097,0.9617634761006822
2098,0.9547108453873999
2099,0.9394523861118484
